"Entry ID","Lemma ID","Code (survey)","Batch (survey)","List (survey)","Item (survey)","English Word Frequency","Frequency","Frequency SD","Frequency Z","Frequency N","Sign Unknown","Frequency (Native)","Frequency SD (Native)","Frequency Z (Native)","Frequency N (Native)","Sign Unknown (Native) (proportion)","Frequency (Nonnative)","Frequency SD (Nonnative)","Frequency Z (Nonnative)","Frequency N (Nonnative)","Sign Unknown (Nonnative) (proportion)","Dominant Translation","Dominant Translation Agreement (proportion)","Dominant Translation Agreement (Native) (proportion)","Dominant Translation Agreement (Nonnative) (proportion)","Nondominant Translations","Non-Signer Iconicity","Non-Signer Iconicity SD","Non-Signer Iconicity Z","Non-Signer Iconicity N","Non-Signer Iconicity ID","Deaf Signer Iconicity","Deaf Signer Iconicity SD","Deaf Signer Iconicity Z","Deaf Signer Iconicity N","Deaf Signer Iconicity (Native)","Deaf Signer Iconicity SD (Native)","Deaf Signer Iconicity Z (Native)","Deaf Signer Iconicity N (Native)","Consistency of Guesses","Accuracy of Guesses (proportion)","Transparency","Transparency SD","Transparency Z","Lexical Class","Initialized Sign","Fingerspelled Loan Sign","Compound","Number Of Morphemes","Sign Onset","Sign Offset","Sign Duration","Video Duration","Handshape","Selected Fingers","Flexion","Flexion Change","Spread","Spread Change","Thumb Position","Thumb Contact","Sign Type","Path Movement","Repeated Movement","Major Location","Minor Location","Second Minor Location","Contact","Nondominant Handshape","Wrist Twist","Handshape Morpheme 2","Selected Fingers Morpheme 2","Flexion Morpheme 2","Flexion Change Morpheme 2","Spread Morpheme 2","Spread Change Morpheme 2","Thumb Position Morpheme 2","Thumb Contact Morpheme 2","Sign Type Morpheme 2","Movement Morpheme 2","Repeated Movement Morpheme 2","Major Location Morpheme 2","Minor Location Morpheme 2","Second Minor Location Morpheme 2","Contact Morpheme 2","Nondominant Handshape Morpheme 2","Wrist Twist Morpheme 2","Handshape Morpheme 3","Selected Fingers Morpheme 3","Flexion Morpheme 3","Flexion Change Morpheme 3","Spread Morpheme 3","Spread Change Morpheme 3","Thumb Position Morpheme 3","Thumb Contact Morpheme 3","Signtype Morpheme 3","Movement Morpheme 3","Repeated Movement Morpheme 3","Major Location Morpheme 3","Minor Location Morpheme 3","Second Minor Location Morpheme 3","Contact Morpheme 3","Nondominant Handshape Morpheme 3","Wrist Twist Morpheme 3","Handshape Morpheme 4","Selected Fingers Morpheme 4","Flexion Morpheme 4","Flexion Change Morpheme 4","Spread Morpheme 4","Spread Change Morpheme 4","Thumb Position Morpheme 4","Thumb Contact Morpheme 4","Sign Type Morpheme 4","Movement Morpheme 4","Repeated Movement Morpheme 4","Major Location Morpheme 4","Minor Location Morpheme 4","Second Minor Location Morpheme 4","Contact Morpheme 4","Nondominant Handshape Morpheme 4","Wrist Twist Morpheme 4","Handshape Morpheme 5","Selected Fingers Morpheme 5","Flexion Morpheme 5","Flexion Change Morpheme 5","Spread Morpheme 5","Spread Change Morpheme 5","Thumb Position Morpheme 5","Thumb Contact Morpheme 5","Sign Type Morpheme 5","Movement Morpheme 5","Repeated Movement Morpheme 5","Major Location Morpheme 5","Minor Location Morpheme 5","Second Minor Location Morpheme 5","Contact Morpheme 5","Nondominant Handshape Morpheme 5","Wrist Twist Morpheme 5","Handshape Morpheme 6","Selected Fingers Morpheme 6","Flexion Morpheme 6","Flexion Change Morpheme 6","Spread Morpheme 6","Spread Change Morpheme 6","Thumb Position Morpheme 6","Thumb Contact Morpheme 6","Sign Type Morpheme 6","Movement Morpheme 6","Repeated Movement Morpheme 6","Major Location Morpheme 6","Minor Location Morpheme 6","Second Minor Location Morpheme 6","Contact Morpheme 6","Nondominant Handshape Morpheme 6","Wrist Twist Morpheme 6","Sign Type Frequency","Major Location Frequency","Minor Location Frequency","Second Minor Location Frequency","Movement Frequency","Selected Fingers Frequency","Flexion Frequency","Flexion Change Frequency","Repeated Movement Frequency","Contact Frequency","Spread Frequency","Spread Change Frequency","Thumb Contact Frequency","Thumb Position Frequency","Ulnar Rotation Frequency","Neighborhood Density","Parameter Neighborhood Density","Phonotactic Probability","Phonological Complexity","SignBank Semantic Field","SignBank Reference ID","In CDI","CDI Semantic Category","Age Of Acquisition","Age Of Acquisition (Empirical)","Handshape Image"
"inspiring","inspiring","F_01_095","F","1","95","2.146","4.481","1.602","0.124","27","0","3.929","1.592","-0.188","14","0","5.077","1.441","13","0.46","0","N/A","N/A","N/A","N/A","N/A","4.273","1.625","0.303","33","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Adjective","0","0","0","1","501","1502","1001","2002","o","imrp","Curved","1","0","1","Open","1","One Handed","Straight","0","Body","Torso Mid","Torso Top","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.094","0.006","0.011","0.457","0.449","0.225","0.209","0.554","0.622","0.602","0.122","0.316","0.657","0.836","0","163","-0.03","1","N/A","N/A","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/o.png"" />"
"instagram","instagram","H_03_083","H","3","83","N/A","3.625","2.062","-0.249","28","0.429","3.5","2.51","-0.331","14","0.571","3.7","1.889","14","-0.199","0.286","instagram","0.563","0.833","0.4","islam, muslim","1.292","0.55","-0.958","24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Name","0","0","0","1","467","1468","1001","1969","curved_l","i","Curved","0","N/A","N/A","Open","0","One Handed","Straight","1","Neutral","Neutral","Neutral","0","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.363","0.363","0.426","0.457","0.261","0.225","0.791","0.446","0.378","0","0","0.684","0.657","0.836","5","455","0.212","1","None","1731","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/curved_l.png"" />"
"instead","instead","H_01_079","H","1","79","3.607","5.107","1.133","0.587","28","0","5","1.24","0.547","14","0","5.214","1.051","14","0.627","0","N/A","N/A","N/A","N/A","N/A","2.65","1.927","-0.303","20","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Minor","0","0","0","1","234","1268","1034","1768","f","i","Curved","0","N/A","N/A","Open","1","Symmetrical Or Alternating","Circular","0","Neutral","Neutral","Neutral","1","f","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.363","0.363","0.426","0.076","0.261","0.225","0.791","0.554","0.622","0","0","0.316","0.657","0.836","7","131","0.181","2","None","1730","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/f.png"" />"
"institute","institute","J_02_047","J","2","47","2.223","4.833","1.663","0.433","30","0","5.533","1.246","0.722","15","0","4.133","1.767","15","0.145","0","N/A","N/A","N/A","N/A","N/A","1.8","1.5","-0.669","25","institute (establishment)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Noun","1","0","0","1","567","1502","934","2069","i","p","Fully Open","0","N/A","N/A","Closed","0","Dominance Violation","Straight","1","Hand","Finger Radial","N/A","1","Dominance Condition Violation","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.023","0.25","0.035","0","0.457","0.033","0.409","0.791","0.446","0.622","0","0","0.684","0.343","0.836","0","356","-0.408","2","None","1728","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/i.png"" />"
"insult","insult","A_03_006","A","3","6","2.806","4.4","1.414","0.195","25","0","4.4","1.298","0.242","15","0","4.4","1.647","10","0.125","0","N/A","N/A","N/A","N/A","N/A","2.714","1.617","-0.377","21","N/A","1.45","0.81","31","-0.95","1.37","0.83","-0.93","19","N/A","N/A","N/A","N/A","N/A","Verb","0","0","0","1","267","534","267","1301","1","i","Fully Open","0","N/A","N/A","Closed","0","One Handed","Curved","0","Neutral","Neutral","Neutral","0","N/A","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.363","0.363","0.426","0.233","0.261","0.409","0.791","0.554","0.378","0","0","0.684","0.343","0.164","8","358","0.017","2","None","2970","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
"insurance","insurance","D_02_030","D","2","30","3.291","4.926","1.517","0.414","27","0","5","1.275","0.397","17","0","4.8","1.932","10","0.442","0","N/A","N/A","N/A","N/A","N/A","1.065","0.359","-0.857","31","N/A","1.04","0.2","26","-1.07","1.06","0.24","-1.03","18","N/A","N/A","N/A","N/A","N/A","Noun","1","0","0","1","400","1335","934","2035","i","p","Fully Open","0","N/A","N/A","Closed","0","One Handed","Straight","1","Neutral","Neutral","Neutral","0","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.363","0.363","0.426","0.457","0.033","0.409","0.791","0.446","0.378","0","0","0.684","0.343","0.836","6","453","0.058","2","None","2978","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/i.png"" />"
"intelligent","intelligent","H_02_080","H","2","80","2.839","4.222","1.423","0.048","28","0.036","3.615","1.557","-0.271","14","0.071","4.786","1.051","14","0.345","0","N/A","N/A","N/A","N/A","N/A","3.783","1.565","0.368","23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Adjective","0","0","0","1","467","1034","567","1702","1","i","Fully Open","0","N/A","N/A","Closed","0","One Handed","Straight","0","Head","Forehead","Head Away","1","N/A","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.266","0.039","0.178","0.457","0.261","0.409","0.791","0.554","0.622","0","0","0.684","0.343","0.836","38","469","0.125","1","None","1727","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
"intentional","intentional","G_02_040","G","2","40","1.881","4.889","1.717","0.341","27","0","4.5","1.624","0.192","12","0","5.2","1.781","15","0.46","0","intent","0.63","0.833","0.467","decision, meaning, purpose","2.344","1.599","-0.575","32","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Adjective","0","0","1","2","467","1368","901","2002","1","i","Fully Open","0","N/A","N/A","Closed","0","One Handed","None","0","Head","Forehead","N/A","1","N/A","0","v","im","FullyOpen","0","1","0","Closed","0","Asymmetrical Different Handshape","None","N/A","Hand","Palm","Palm","1","B","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.392","0.266","0.039","0","0.153","0.261","0.409","0.791","0.554","0.622","0","0","0.684","0.343","0.836","46","290","-0.068","0","N/A","N/A","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/1.png"" />"
"interest","interest","B_03_038","B","3","38","3.415","4.92","1.256","0.15","25","0","5.071","1.141","0.234","14","0","4.727","1.421","11","0.043","0","N/A","N/A","N/A","N/A","N/A","1.9","1.062","-0.462","30","N/A","1.74","1.13","31","-0.63","1.68","1.04","-0.64","22","2.3","0","3.2","1.7","-0.2","Noun","0","0","0","1","467","1034","567","1568","8","m","Flat","1","N/A","N/A","Open","1","Symmetrical Or Alternating","Straight","0","Body","Torso Top","Body Away","0","8","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.094","0.032","0.045","0.457","0.045","0.162","0.209","0.554","0.378","0","0","0.316","0.657","0.836","2","124","-0.543","2","None","1725","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/8.png"" />"
"interested","interested","F_02_014","F","2","14","3.641","5.63","1.445","0.734","27","0","5.429","1.505","0.617","14","0","5.846","1.405","13","0.859","0","N/A","N/A","N/A","N/A","N/A","1.581","0.923","-0.856","31","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Adjective","0","0","0","1","501","1068","567","1702","baby_o","i","Bent","1","N/A","N/A","Open","1","Symmetrical Or Alternating","Straight","0","Head","Cheek Nose","Head Away","1","baby_o","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.266","0.035","0.178","0.457","0.261","0.099","0.209","0.554","0.622","0","0","0.316","0.657","0.836","1","353","-0.16","1","None","1724","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />"
"internet","internet","C_02_032","C","2","32","2.525","6.167","0.95","1.124","30","0","6.222","0.878","1.015","18","0","6.083","1.084","12","1.287","0","N/A","N/A","N/A","N/A","N/A","1.407","0.797","-0.654","27","N/A","2","1.44","30","-0.44","2.14","1.46","-0.4","21","2.55","0","3.47","1.5","-0.3","Noun","0","0","0","1","434","868","434","934","open_8","m","Flat","0","N/A","N/A","Open","0","Symmetrical Or Alternating","None","1","Neutral","Neutral","Neutral","1","open_8","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.363","0.363","0.426","0.153","0.045","0.162","0.791","0.446","0.622","0","0","0.684","0.657","0.164","0","142","-0.108","2","None","2980","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_8.png"" />"
"interpret","interpret","J_02_009","J","2","9","2.1","4.933","1.721","0.484","30","0","5.2","1.521","0.534","15","0","4.667","1.915","15","0.435","0","N/A","N/A","N/A","N/A","N/A","1.92","1.288","-0.62","25","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Verb","0","0","0","1","634","1435","801","1969","f","i","Curved","0","N/A","N/A","Open","1","Symmetrical Or Alternating","None","0","Neutral","Neutral","N/A","1","f","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.363","0.363","0","0.153","0.261","0.225","0.791","0.554","0.622","0","0","0.316","0.657","0.164","2","171","-0.125","1","Event","1723","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/f.png"" />"
"interpreter","interpreter","D_02_066","D","2","66","1.964","6.148","0.949","1.11","27","0","6.059","1.088","0.989","17","0","6.3","0.675","10","1.315","0","N/A","N/A","N/A","N/A","N/A","1.419","0.672","-0.698","31","N/A","1.5","0.86","26","-0.81","1.5","0.86","-0.77","18","N/A","N/A","N/A","N/A","N/A","Noun","0","0","1","2","567","1535","968","2102","f","i","Curved","0","N/A","N/A","Open","1","Dominance Violation","None","1","Hand","Finger Tip","N/A","1","Dominance Condition Violation","1","open_b","imrp","FullyOpen","0","0","0","Open","0","Symmetrical Or Alternating","Straight","N/A","Neutral","Neutral","Neutral","0","open_b","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.023","0.25","0.023","0","0.153","0.261","0.225","0.791","0.446","0.622","0","0","0.316","0.657","0.164","0","80","-0.681","0","None","1722","No","People","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/f.png"" />"
"intervene","intervene","J_01_109","J","1","109","1.863","4.7","1.664","0.31","30","0","4.667","1.633","0.249","15","0","4.733","1.751","15","0.372","0","interrupt","0.667","0.867","0.467","infer, intercept, interfere, intervene, intervention","2.833","1.465","-0.093","24","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Verb","0","0","0","1","601","1435","834","1969","open_b","imrp","Fully Open","0","0","0","Open","0","Asymmetrical Same Handshape","Straight","0","Hand","Palm","N/A","1","open_b","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.059","0.25","0.077","0","0.457","0.449","0.409","0.791","0.554","0.622","0.602","0.878","0.684","0.657","0.836","17","459","0.37","1","Event","1721","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/open_b.png"" />"
"interview","interview","H_02_054","H","2","54","3.178","4.357","1.592","0.162","28","0","4.429","1.785","0.202","14","0","4.286","1.437","14","0.122","0","N/A","N/A","N/A","N/A","N/A","2.87","1.546","-0.132","23","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","Noun","1","0","0","1","501","1568","1068","1969","i","p","Fully Open","0","N/A","N/A","Closed","0","Symmetrical Or Alternating","Straight","1","Head","Head Away","Head Away","0","i","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.266","0.066","0.178","0.457","0.033","0.409","0.791","0.446","0.378","0","0","0.684","0.343","0.836","1","325","-0.261","2","Event","1720","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/i.png"" />"
"introduce","introduce","D_01_076","D","1","76","3.248","4.519","1.312","0.194","27","0","4.375","1.204","0.101","16","0","4.727","1.489","11","0.329","0","N/A","N/A","N/A","N/A","N/A","2.595","1.536","-0.186","37","N/A","1.81","1.17","26","-0.64","1.67","1.09","-0.67","18","N/A","N/A","N/A","N/A","N/A","Verb","0","0","0","1","534","1435","901","1902","flat_b","imrp","Flat","0","0","0","Open","0","Symmetrical Or Alternating","Curved","0","Neutral","Neutral","Neutral","0","flat_b","1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.345","0.363","0.363","0.426","0.233","0.449","0.162","0.791","0.554","0.378","0.602","0.878","0.684","0.657","0.164","5","288","0.381","2","Event","158","No","N/A","N/A","N/A","<img width=""100"" height=""100"" src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />"
